Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2191,0.004766042,0.005603549,0.006575828,0.007706795,0.009021072,0.010543379,0.012311349,0.014364388,0.016748325,0.019518091,0.022733473,0.026459827,0.030780867,0.035771666,0.041543463,0.048215068,0.05591864,0.064836825,0.075132182,0.087044524,0.100794659,0.116689141,0.135074323,0.156316633,0.180865249,0.209185349,0.241859437,0.279507918,0.322844541,0.372637494,0.429752066,0.495159524,0.569977351,0.655303458,0.752483633,0.863193902,0.989389786,1.132927021,1.296047804,1.481153807,1.692071108,1.931177011,2.202971559,2.510975354,2.859002425,3.253104479,3.699224387,4.203630568,4.772972465,5.416766086,6.142866754,6.961624773,7.884134256,8.923066555,10.08805142,11.39939275,12.87470102,14.53582865,16.40213686,18.49894165,20.85078712,23.48744312,26.44329002,29.75697157,33.47511241,37.63491449,42.289623,47.49391063,53.31656713,59.80365296,67.08442322,75.2357955,84.32364758,94.50092345,105.7758965,118.2879524,132.245505,147.6216035,164.3992745,182.7325374,202.6874526,224.3221397,247.6326363,272.6708435,299.2479869,326.0518473,354.3536772,383.9016778,414.4035898,444.8819313,473.8918694,499.6408917,519.057684,527.8544998,520.4141427,490.3811243,432.2799082,345.2299936,237.9869058,131.5032573,52.02681768
2192,0.004064441,0.004781957,0.005615554,0.006585893,0.007714285,0.009022172,0.010542107,0.012308251,0.01436035,0.01674604,0.01951725,0.022730794,0.02645931,0.030768174,0.035753971,0.041519929,0.048180842,0.055895075,0.064803743,0.075114608,0.087018845,0.100783747,0.116707976,0.13511385,0.156403341,0.180971134,0.209347106,0.242097345,0.279842553,0.323264329,0.373128684,0.43030027,0.495773579,0.570523941,0.655744818,0.752910034,0.863746582,0.989854207,1.133258991,1.296127407,1.481773311,1.692333334,1.931800974,2.203339343,2.510362364,2.858290196,3.252453857,3.698435118,4.202284634,4.772420835,5.416046377,6.142497807,6.961605494,7.884653042,8.920317559,10.08667459,11.39955854,12.87860997,14.54135938,16.41061641,18.50834668,20.86154305,23.50103344,26.46096056,29.78349543,33.50194443,37.66379194,42.31748413,47.52388473,53.32361546,59.83125374,67.11326968,75.24201884,84.33222262,94.43108815,105.7083267,118.2160302,132.1282057,147.4309154,164.1025691,182.2727315,201.986403,223.2642941,246.1538901,270.4650758,295.0132107,320.9059801,347.950877,375.72793,403.689604,430.4933312,454.1769075,472.2363978,480.7458253,474.5914608,447.8684485,395.508035,316.480697,218.57141,120.9920978,47.90511857
2193,0.003463742,0.004078013,0.004792202,0.005624149,0.006592294,0.007715225,0.009021084,0.010539454,0.012304791,0.014358391,0.016745319,0.01951495,0.02273035,0.026448399,0.030752954,0.035733717,0.041490456,0.048160538,0.055866556,0.064788586,0.075092451,0.087009427,0.100800016,0.11674213,0.1351888,0.15649491,0.181111078,0.209553047,0.242387209,0.280206447,0.323690477,0.373604736,0.430834072,0.496249248,0.570908447,0.656116926,0.753392903,0.86415331,0.990146006,1.1333312,1.296672408,1.482008166,1.69288538,1.93213056,2.202811932,2.509748903,2.857732371,3.251776113,3.697271708,4.201820131,4.771811619,5.41574858,6.142512806,6.962099769,7.882263606,8.919138256,10.08686674,11.4030694,12.88356185,14.54893981,16.41901698,18.51797302,20.8736925,23.51682795,26.48465042,29.80748296,33.52778983,37.68879012,42.34437681,47.53044184,53.34852329,59.85734564,67.11933707,75.25024314,84.27057855,94.37169423,105.6451829,118.1127099,131.9597915,147.1677539,163.6932969,181.6476806,201.0416286,221.9411807,244.1768949,266.6576292,290.3852538,315.1467689,340.5972144,366.0895344,390.7371082,412.7243433,429.4521612,437.6196341,432.5302031,408.7713359,361.5714268,289.8714644,200.5839659,111.2102353,44.07602451
2194,0.002949809,0.003475309,0.00408675,0.004799537,0.005629615,0.006593098,0.007714295,0.009018814,0.010536492,0.012303113,0.014357773,0.016743345,0.019514569,0.022720977,0.026435316,0.030735533,0.035708351,0.041472971,0.048135967,0.055853491,0.064769478,0.075084325,0.087023473,0.100829516,0.116806891,0.135267952,0.156615929,0.181289253,0.20980396,0.242702416,0.280575866,0.324103521,0.374068358,0.431247638,0.496583907,0.571232863,0.656538405,0.75374877,0.864409562,0.990211345,1.133810238,1.296882449,1.482496148,1.693180332,1.931677173,2.202283979,2.509271117,2.857150958,3.250771278,3.696881426,4.201305386,4.771573141,5.415789636,6.142980398,6.960024386,7.881254671,8.919347657,10.09001657,11.40749882,12.89033267,14.55643706,16.42762507,18.52882577,20.88779945,23.5379722,26.50608051,29.83059914,33.55020338,37.71290241,42.35045819,47.55290258,53.37210504,59.86320635,67.12717208,75.19582663,84.21838423,94.31630652,105.5541891,117.964136,131.7268015,146.8039238,163.1366991,180.8048658,199.8591488,220.1712818,240.7572801,262.4994469,285.2087632,308.5352199,331.9277561,354.4365561,374.73533,390.4238493,398.187513,393.9951389,372.849851,330.3270502,265.2836991,183.9151462,102.1397203,40.51260493
2195,0.00251042,0.002959659,0.003482754,0.004093005,0.004804201,0.005630301,0.006592302,0.007712353,0.009016278,0.010535055,0.012302582,0.014356081,0.016743019,0.019506522,0.022709738,0.026420341,0.030713715,0.035693303,0.041451812,0.04812471,0.05583702,0.06476247,0.075096446,0.087048942,0.100885451,0.116875284,0.135372559,0.156770016,0.181506337,0.210076809,0.243022418,0.280933951,0.324505844,0.374427605,0.431538639,0.496866471,0.571600401,0.656849468,0.753973579,0.86446854,0.990632034,1.133997813,1.297313403,1.482759751,1.692790924,1.931223191,2.20187516,2.508772827,2.856283779,3.250444105,3.696447332,4.201116174,4.771633497,5.416229253,6.141179144,6.959162251,7.881473996,8.922170457,10.09397489,11.41354133,12.89701829,14.56412806,16.43731188,18.54141587,20.9066582,23.55710427,26.52674136,29.85068057,33.57180782,37.7185264,42.3706962,47.57419805,53.37772195,59.87062821,67.07914217,75.1499575,84.16981285,94.23623849,105.4231391,117.7580915,131.4039522,146.3089182,162.3857841,179.7492993,198.2765168,217.1036042,237.0251546,257.8512084,279.2688801,300.7424623,321.4456489,340.0347414,354.6383265,362.1952579,358.7342024,339.9095091,301.5891818,242.619244,168.4940367,93.72653788,37.20832101
2196,0.00213502,0.002518802,0.002966,0.003488085,0.004096983,0.004804787,0.005629622,0.006590643,0.007710186,0.009015049,0.010534601,0.012301133,0.014355801,0.016736114,0.019496873,0.022696873,0.026401586,0.030700772,0.035675093,0.041442119,0.04811052,0.055830979,0.064772926,0.075118426,0.087097234,0.100944524,0.116965669,0.135505753,0.15695775,0.181742397,0.210353818,0.243332623,0.281282795,0.324817639,0.374680416,0.431784518,0.497186662,0.571872033,0.657046491,0.754026691,0.864837656,0.990799309,1.134378035,1.297548671,1.482425599,1.692400882,1.930873743,2.201448525,2.508025037,2.856010174,3.250078749,3.696298869,4.201190311,4.772044568,5.414667103,6.140443374,6.95938567,7.884000907,8.925704411,10.09936278,11.41949831,12.90388408,14.5727673,16.44853967,18.55822406,20.92372631,23.57555752,26.54471983,29.87002414,33.57699487,37.73674656,42.38991048,47.57954527,53.38471723,59.82823625,67.03883767,75.10736273,84.09937644,94.12074712,105.2409527,117.4719331,130.9645243,145.6407482,161.4446992,178.3357791,195.5278444,213.7578296,232.8557213,252.5199592,272.2694848,291.3199456,308.4861193,321.9343932,329.1726603,326.5253794,309.7405464,275.2080924,221.7480714,154.2623879,85.93613666,34.14349578
2197,0.001814514,0.00214215,0.002524199,0.002970539,0.003491475,0.004097483,0.004804208,0.005628206,0.006588791,0.007709134,0.00901466,0.01053336,0.012300893,0.014349881,0.016727836,0.019485828,0.022680762,0.02639046,0.03068511,0.035666752,0.041429901,0.048105316,0.055839994,0.064791884,0.0751601,0.087148236,0.101022591,0.117080759,0.135668032,0.157161893,0.181982063,0.210622363,0.243634869,0.281553184,0.325037082,0.374894177,0.432063198,0.497423627,0.572044522,0.65709421,0.75435024,0.864986617,0.991134446,1.134587723,1.297262208,1.482090788,1.692102498,1.930508821,2.200804194,2.507796818,2.855703311,3.249963837,3.696382316,4.201572841,4.770690776,5.414039982,6.140666307,6.96164519,7.887152927,8.930504389,10.10466617,11.42562224,12.9115829,14.58277247,16.46350947,18.57343977,20.94019569,23.59164099,26.56202641,29.87479618,33.59338433,37.75406756,42.39497122,47.586109,53.34730547,59.79282255,67.00149024,75.04539718,83.99762328,93.95979833,104.9873576,117.082292,130.3710704,144.8028206,160.1838275,175.8758709,192.5320187,210.0223135,228.0759003,246.2393569,263.8059835,279.6662736,292.1871184,298.9752499,296.9511008,282.1583863,251.0210117,202.5660347,141.1413898,78.74031306,31.30554255
2198,0.001541056,0.001820573,0.002146739,0.002528062,0.002973427,0.003491901,0.004096988,0.004802999,0.005626624,0.006587892,0.007708802,0.009013598,0.010533154,0.01229582,0.014342783,0.01671836,0.019471996,0.022671204,0.026376997,0.030677935,0.035656237,0.04142542,0.048113084,0.055856338,0.064827831,0.075204114,0.087215634,0.101121999,0.11722098,0.135844494,0.157369161,0.182214422,0.210884059,0.243869174,0.281743507,0.325222758,0.375136505,0.432269719,0.49757448,0.572087301,0.657377532,0.754482697,0.865281725,0.991321086,1.134342395,1.296975075,1.481836285,1.691790679,1.929954078,2.200614353,2.507539643,2.855615883,3.250053004,3.696736744,4.200400447,4.770156949,5.414258895,6.142684479,6.9644538,7.89142532,8.935221935,10.11012374,11.43247755,12.92049172,14.59609521,16.4770639,18.58812762,20.95457251,23.6071135,26.56640622,29.88952601,33.6089843,37.75883245,42.40110517,47.55309805,53.31619281,59.76007767,66.94698503,74.95574586,83.85547385,93.73526117,104.6419249,116.5558123,129.6263644,143.6795879,157.9851896,173.1965927,189.1892918,205.7420036,222.4464147,238.6448537,253.3347929,264.9995889,271.4918652,269.8866475,256.8086439,228.8849023,184.9588816,129.0683624,72.1002646,28.68418708
2199,0.001307898,0.001546202,0.001824473,0.002150025,0.002530519,0.002973789,0.003491479,0.004095957,0.004801648,0.005625856,0.006587608,0.007707894,0.009013422,0.010528811,0.012289738,0.014334658,0.016706492,0.01946379,0.022659638,0.02637083,0.030668892,0.035652382,0.04143211,0.048127167,0.055887328,0.064865795,0.075262276,0.087301461,0.101243114,0.117373455,0.136023662,0.157570122,0.182440888,0.211086956,0.244034115,0.281904653,0.325433291,0.375316326,0.432401515,0.49761275,0.572335144,0.657495143,0.754742282,0.865447625,0.991111201,1.134096392,1.296758247,1.481570124,1.691313455,1.929796627,2.200399316,2.507474603,2.855707918,3.250380114,3.695722165,4.199946624,4.770369181,5.416059508,6.145184619,6.968253147,7.895618138,8.940081428,10.11622304,11.44040404,12.93233993,14.60816082,16.4901532,18.60096868,20.96839459,23.61112435,26.57963281,29.90356289,33.61344996,37.76454369,42.37198417,47.52576906,53.28748715,59.71213641,66.868009,74.83019718,83.65671919,93.42929773,104.1749505,115.8947312,128.627596,141.7170845,155.5921121,170.208941,185.3609424,200.7022168,215.6391909,229.2456652,240.1474278,246.35818,245.2369775,233.5891787,208.5182339,168.8263807,117.9738908,65.98530614,26.26529408
2200,0.001109233,0.001312266,0.001549515,0.001827266,0.002152115,0.002530828,0.00297343,0.003490601,0.004094806,0.004800994,0.005625614,0.006586832,0.007707743,0.009009706,0.010523603,0.012282776,0.014324482,0.016699452,0.019453861,0.022654341,0.026363058,0.030665577,0.03565814,0.041444238,0.048153869,0.055920059,0.064915963,0.075336344,0.087406028,0.101374812,0.117528273,0.136197389,0.157766015,0.182616494,0.211229802,0.244173864,0.28208741,0.325589721,0.375431357,0.432435681,0.497829336,0.57243942,0.657723233,0.754889542,0.865268254,0.990900646,1.13391189,1.29653131,1.48115993,1.691183287,1.929617264,2.200352395,2.50756727,2.856008741,3.249502711,3.695336869,4.20015023,4.771973978,5.418282869,6.148560192,6.971976352,7.899941268,8.945503643,10.12326998,11.45093316,12.94307228,14.61981675,16.50161346,18.61330674,20.9720597,23.62299054,26.59225138,29.90773074,33.61874967,37.73886168,42.34798452,47.50060934,53.24532454,59.64256789,66.75714055,74.65426232,83.38579269,93.01548209,103.5882206,115.0076838,126.8791374,139.5824842,152.9252891,166.788967,180.8546067,194.6080899,207.2116489,217.4005163,223.369519,222.6778918,212.4231557,189.8433521,153.9655703,107.7971969,60.36120377,24.0376853
2201,0.000940067,0.001112937,0.001315077,0.001551887,0.001829042,0.002152377,0.002530523,0.002972682,0.00348962,0.004094248,0.004800787,0.005624951,0.006586704,0.007704565,0.009005249,0.010517641,0.012274057,0.014318446,0.016690933,0.019449314,0.022647665,0.026360208,0.03067053,0.035668578,0.041467233,0.048182071,0.055963308,0.064979852,0.075426583,0.087519731,0.101508536,0.117678398,0.136366758,0.157917935,0.182740141,0.211350911,0.244332387,0.282223376,0.325690025,0.375461801,0.432624762,0.497921656,0.572639616,0.657853763,0.754736423,0.865088225,0.990743844,1.133718623,1.296179042,1.481052695,1.691034072,1.9295849,2.200443969,2.507843017,2.855250489,3.249176033,3.695530489,4.201579039,4.773949319,5.421279181,6.151863455,6.975818863,7.904757502,8.951763634,10.13261988,11.46047247,12.95344398,14.63003651,16.51261826,18.61664911,20.98269574,23.63432347,26.59612663,29.91263326,33.59610812,37.71779203,42.32593839,47.46353573,53.18405115,59.54466818,66.60143257,74.41436068,83.01919323,92.49522139,102.800562,113.4517924,124.9786564,137.2052236,149.8741263,162.7645311,175.4056213,187.0610405,196.584062,202.3153761,202.0286795,193.0347742,172.8028377,140.3232892,98.41156266,55.19803239,21.98888973
2202,0.000796118,0.000943207,0.001115321,0.00131709,0.001553395,0.001829265,0.002152117,0.002529886,0.002971847,0.003489144,0.004094071,0.004800221,0.005624842,0.006583988,0.007700754,0.009000148,0.010510175,0.012268885,0.014311142,0.016687032,0.019443582,0.022645217,0.026364466,0.030679508,0.035688369,0.04149152,0.048219337,0.056018389,0.06505769,0.075524707,0.087635187,0.101638216,0.117824779,0.136498126,0.158024914,0.182845039,0.211488318,0.244450472,0.282310759,0.325717102,0.37562671,0.432706382,0.498097177,0.572755154,0.65772321,0.754582666,0.864955136,0.990579449,1.133416385,1.296091041,1.480928913,1.691013301,1.929674075,2.200695973,2.507188178,2.854973893,3.249358785,3.696801318,4.203332416,4.776606621,5.424207272,6.155275667,6.980093179,7.910313866,8.960060036,10.14109237,11.46969446,12.96255024,14.6398444,16.51566045,18.62617388,20.99286426,23.63791426,26.60064863,29.89267958,33.57761707,37.69848015,42.29334756,47.40957903,53.09761507,59.40687017,66.38904273,74.08959382,82.55801192,91.79646759,101.4163448,111.7617853,122.8634917,134.4867659,146.2847991,157.89839,168.655508,177.537687,183.0362696,183.102825,175.2717838,157.1769949,127.8610878,89.78556834,50.43197588,20.108006
2203,0.000673708,0.000798776,0.000945227,0.001117028,0.00131837,0.001553584,0.001829044,0.002151576,0.002529175,0.002971441,0.003488994,0.004093589,0.004800128,0.005622522,0.006580731,0.007696392,0.008993759,0.010505746,0.012262626,0.014307797,0.016682115,0.019441481,0.022648875,0.026372184,0.030696531,0.035709272,0.041523611,0.048266798,0.056085495,0.065142328,0.075624347,0.087747158,0.101764678,0.11793833,0.136590642,0.15811573,0.182964076,0.211590799,0.244526534,0.2823348,0.325860796,0.375698774,0.432860104,0.498199303,0.572643978,0.657592042,0.754469861,0.864815472,0.99032038,1.13334448,1.295988674,1.480917281,1.691099118,1.929903737,2.20013082,2.506954317,2.855145274,3.250487994,3.698356252,4.20568704,4.779199926,5.427234615,6.159065743,6.985020883,7.917669676,8.967579193,10.1492858,11.47780205,12.97128453,14.64260825,16.52418237,18.63528895,20.99618087,23.64207406,26.58307071,29.87645762,33.56070634,37.66983865,42.24584611,47.33327962,52.97568512,59.21885117,66.10139194,73.68079074,81.93832286,90.56615335,99.9138473,109.8820907,120.4460229,131.2898517,141.9449449,151.8685645,160.1323971,165.3857692,165.7594884,158.9763605,142.8459515,116.4201225,81.89706856,46.04788697,18.37178663
2204,0.000569688,0.000675958,0.000800488,0.000946674,0.001118114,0.001318531,0.001553397,0.001828584,0.002150971,0.00252883,0.002971314,0.003488583,0.004093509,0.004798148,0.005619741,0.006577003,0.007690928,0.008989969,0.010500387,0.01225976,0.014303581,0.016680312,0.019444622,0.022655505,0.026386817,0.030714511,0.035736891,0.041564484,0.048324621,0.056158464,0.065228276,0.075720983,0.087856365,0.10186279,0.118018306,0.136669228,0.158218807,0.183052965,0.211656956,0.244547846,0.282459896,0.32592434,0.375833263,0.432950254,0.498104743,0.572532211,0.657496567,0.754351367,0.864593622,0.990261907,1.13326011,1.295984157,1.480999056,1.691307871,1.929416316,2.199933375,2.507114125,2.856147676,3.251865729,3.700440891,4.207981934,4.781883445,5.430592383,6.163432199,6.991537496,7.924337468,8.974853087,10.15649842,11.48557414,12.97379107,14.65022605,16.53234544,18.6383433,20.99999778,23.62659549,26.56884508,29.86165521,33.53554427,37.62803321,42.17851227,47.2254134,52.80926736,58.96409645,65.73909265,73.13123601,80.84516406,89.23163364,98.2438014,107.7348968,117.6040144,127.4246662,136.5657813,144.2502029,149.2463521,149.8692487,144.0298246,129.6847991,105.914871,74.64661397,42.0353269,16.77471365
2205,0.000481359,0.00057159,0.000677406,0.000801713,0.000947594,0.00111825,0.001318372,0.001553006,0.00182807,0.002150678,0.002528721,0.002970963,0.003488515,0.004091821,0.004795775,0.005616557,0.006572334,0.007687687,0.008985383,0.010497933,0.012256149,0.014302036,0.016683007,0.019450314,0.022668076,0.026402273,0.030738268,0.035772069,0.04161428,0.048387495,0.056232563,0.065311638,0.075815247,0.087941101,0.101931899,0.118086282,0.136758443,0.15829587,0.183110472,0.211675821,0.244656662,0.282515859,0.326041886,0.375912738,0.432869926,0.498009622,0.572451524,0.657396173,0.754161589,0.864546328,0.990192626,1.133261043,1.296061433,1.481188335,1.690887778,1.929249868,2.200081649,2.508003123,2.857367338,3.253709813,3.702470036,4.210358654,4.78485571,5.43445822,6.169200623,6.997445524,7.93078982,8.981264232,10.16340879,11.48784348,12.98059458,14.65752965,16.53515057,18.64183725,20.98637402,23.61412574,26.55589348,29.83955825,33.49876497,37.5686303,42.08311381,47.07814832,52.5836855,58.64304074,65.25183954,72.15998877,79.66023888,87.74927464,96.33712892,105.2114902,114.1681434,122.6325819,129.7653454,134.510479,135.3285241,130.3230123,117.6000894,96.25568926,67.98138695,38.34411122,15.31298434
2206,0.000406412,0.000482966,0.000572815,0.000678443,0.000802492,0.00094771,0.001118115,0.00131804,0.00155257,0.001827821,0.002150585,0.002528423,0.002970906,0.003487076,0.004089797,0.004793058,0.00561257,0.006569565,0.007683766,0.008983283,0.010494841,0.012254825,0.014304346,0.016687891,0.019461107,0.022681355,0.026422695,0.030768526,0.035814927,0.041668425,0.048451345,0.056304437,0.065392964,0.075888397,0.088000792,0.101990674,0.118163467,0.13682522,0.158345832,0.183127149,0.211770404,0.244705891,0.282618499,0.326111862,0.375844581,0.432789066,0.497941536,0.572366587,0.657234008,0.754123571,0.864489667,0.990197651,1.133333544,1.296232648,1.480826528,1.690747681,1.929386823,2.200869344,2.509081928,2.858997287,3.255502548,3.704573249,4.212987534,4.788275506,5.43956016,6.174431132,7.00316442,7.93648375,8.987403454,10.16546001,11.49391431,12.98712311,14.66009931,16.53834173,18.62985161,20.97544838,23.60279841,26.53649608,29.80721346,33.44637788,37.48428629,41.95283452,46.87844579,52.29922931,58.21107069,64.38910986,71.10794077,78.34492017,86.05781623,94.09717566,102.1610273,109.9072526,116.5707066,121.0631085,122.0424895,117.7688675,106.5057704,87.37591082,61.84568845,34.94786614,13.96831708
