Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2071,4034.132308,4396.124487,4789.692684,5207.841683,5671.412348,6150.063636,6616.681358,7172.189468,7681.251081,8149.249197,8684.039583,9243.251443,9835.815886,10448.73457,11085.48969,11761.08206,12479.56509,13273.69186,14118.26557,15115.22513,16090.51915,17064.47512,18226.35286,19425.48427,20677.89401,21958.33465,23298.65556,24654.01138,26045.71619,27535.84508,28994.9625,30603.51922,32145.16405,33708.61228,35464.84658,37368.19485,39382.36495,41531.70708,43766.02083,46039.46696,48390.34577,50757.70488,53253.37306,55828.11298,58398.75258,61260.15917,64151.38741,67235.30921,70544.19311,74252.98874,78330.31189,82840.28769,87746.5199,93496.52506,96281.00372,105219.8419,103143.151,95023.90035,113223.9875,95648.62853,80517.55302,92269.17114,94002.12791,96687.17378,96504.37872,96202.88253,100921.5726,104011.793,111475.7642,114723.0013,135596.6972,123887.3218,115152.1989,137343.7971,134648.537,132539.8477,129483.9741,127651.346,122899.4974,118893.9635,121050.5566,107544.8761,113080.5637,97703.30386,89343.94856,93265.44796,92790.48755,86845.06478,82047.18587,74170.54381,62685.81177,53880.29214,42277.10036,30974.73454,24795.2573,14642.03563,9142.432477,5240.948764,2631.721361,1177.058222,429.1663266
2072,3713.261808,4044.85565,4403.738697,4795.398079,5212.294749,5671.825632,6149.581667,6615.491473,7170.317956,7680.752803,8148.537184,8682.643958,9241.436264,9831.714884,10442.93423,11077.45457,11752.16101,12475.02153,13262.34466,14108.92884,15108.25995,16086.5252,17063.9374,18223.84753,19425.29313,20673.41035,21956.09386,23296.60748,24653.98223,26047.88665,27537.5433,28994.52688,30601.33936,32137.49789,33696.3941,35444.78386,37351.80659,39350.41259,41493.18994,43701.28013,45988.52124,48292.50313,50666.86686,53144.96695,55662.24417,58224.20918,61072.46514,63941.96888,66976.43584,70310.99422,73994.83235,78068.00615,82538.32779,87433.62223,93144.20803,95910.79695,104824.9308,102781.1907,94683.35216,112803.2287,95285.9409,80161.18011,91886.39496,93590.75097,96209.52368,96001.50883,95694.64638,100272.5942,103334.898,110568.4371,113787.7025,134391.0054,122522.1263,113810.4487,135630.5724,132731.2976,130429.752,127177.4148,124972.6497,119968.7002,115947.724,117579.0035,103805.9056,108763.5281,93148.90274,83976.75996,86811.72475,85347.17073,78723.05628,73056.31158,64607.31167,53144.49346,44176.48114,33256.6664,23144.99206,17379.87103,9476.52809,5355.800606,2709.820834,1163.219053,427.0497757
2073,3418.938038,3723.136312,4051.863424,4408.986606,4799.500906,5212.676835,5671.383843,6148.478777,6613.767613,7169.855813,7680.0859,8147.231439,8680.943755,9237.587426,9826.260374,10435.36984,11069.05779,11747.88959,12464.38771,13253.60413,14102.46883,15104.5477,16086.05587,17061.62704,18223.71282,19421.14178,20671.35314,21954.2461,23296.67531,24656.1543,26049.63387,27537.31859,28992.69285,30594.3203,32126.15923,33677.71328,35429.67564,37321.99407,39314.48439,41432.39742,43653.62849,45896.15861,48206.91053,50564.68141,52987.85904,55496.89271,58047.05461,60874.43541,63697.18257,66756.9745,70068.70807,73749.61827,77786.31988,82247.33676,87107.97769,92790.47576,95555.73438,104462.8785,102418.9414,94337.52876,112383.2468,94871.21312,79834.96087,91492.18426,93137.14273,95717.76152,95504.67842,95090.68325,99632.79561,102508.4267,109683.7819,112794.8688,132934.9246,121119.0709,112415.4678,133731.9701,130653.3924,128144.4659,124549.759,122036.7211,117041.8951,112671.3236,113546.0033,99895.6202,103754.1709,87609.74272,78221.55834,79910.68672,77431.82628,70162.25147,63701.5163,54833.49373,43623.98857,34793.32482,24881.45885,16243.70137,11262.26443,5557.687657,2771.691352,1198.392158,422.0287714
2074,3148.462349,3428.033438,3729.588414,4056.693974,4412.760956,4799.854718,5212.273186,5670.36936,6146.878725,6613.343977,7169.237017,7678.858672,8145.640479,8677.332241,9232.465461,9819.147109,10427.46483,11065.04112,11737.90325,12456.20026,13247.5734,14099.03776,15104.14087,16083.90961,17061.54096,18219.87311,19419.25641,20669.68827,21954.39686,23298.83539,24657.93737,26049.59554,27535.79135,28986.30169,30583.81496,32108.70693,33663.76652,35401.85858,37288.4484,39257.4343,41387.88211,43566.54364,45815.5989,48110.58766,50415.94841,52831.41051,55329.20762,57860.09781,60642.72373,63490.29784,66528.9718,69838.91624,73486.20518,77515.18974,81944.5638,86781.24386,92451.65058,95230.91536,104100.8085,102051.2946,93992.67128,111902.2447,94492.49331,79499.20746,91057.15634,92670.19611,95232.53434,94913.11016,94495.83987,98849.77638,101703.5366,108744.6885,111593.2983,131438.8368,119660.3086,110868.3976,131673.296,128401.7168,125537.5665,121667.212,119105.5169,113783.0438,108858.4021,109325.5556,95349.58502,97646.60358,81663.0657,72059.27912,72561.29019,69075.62915,61239.79749,54123.49205,45062.54827,34400.01243,26063.83109,17484.44259,10538.86884,6612.288842,2878.749422,1226.421815,434.7899642
2075,2899.423365,3156.841335,3433.97562,3734.036473,4060.168606,4413.088002,4799.48513,5211.343154,5668.895588,6146.487337,6612.776534,7168.094506,7677.363156,8142.255151,8672.523518,9225.785965,9811.713359,10423.6867,11055.66022,11730.21755,12450.56657,13244.38112,14098.68831,15102.15406,16083.86464,17057.9956,18218.14682,19417.76018,20669.9092,21956.53066,23300.63869,24658.06178,26048.34922,27529.96232,28976.61635,30567.53603,32095.79308,33637.76891,35370.53609,37234.85566,39215.8762,41305.87174,43490.8126,45724.9035,47969.78043,50267.99972,52672.88633,55152.20002,57641.11768,60447.48745,63275.37116,66313.05413,69591.99405,73232.96641,77233.14709,81640.98184,86468.68469,92142.35833,94906.32663,103733.5618,101685.0168,93597.08512,111464.0764,94102.95572,79128.39121,90609.39757,92210.06219,94653.63444,94331.03988,93766.10677,98088.08741,100849.1027,107605.7247,110359.0271,129883.2768,118041.3059,109190.1212,129441.2141,125829.7412,122675.2447,118790.0052,115837.7243,109983.9673,104865.7578,104409.6136,89793.22684,91082.0023,75287.40165,65487.1415,64790.36277,60351.72515,52088.05774,44530.25667,35577.42679,25801.42174,18338.34596,11357.66586,6194.414815,3428.074605,1274.486742,444.9594344
2076,2669.643246,2907.142327,3162.314722,3438.072622,3737.236379,4060.471052,4412.750035,4798.630803,5209.990316,5668.536699,6145.96292,6611.725431,7166.702035,7674.175579,8137.745251,8666.252596,9218.805367,9808.163387,10414.8721,11048.44341,11724.94335,12447.59422,13244.08017,14096.85913,15102.14439,16080.56737,17056.41749,18216.80451,19418.03943,20672.00766,21958.33825,23300.90421,24657.0656,26043.05841,27521.01254,28961.50578,30555.60107,32071.41412,33608.47423,35320.1862,37196.02037,39138.69193,41234.7658,43405.51873,45591.74731,47829.86704,50118.21309,52505.50723,54944.66011,57457.17214,60244.67133,63072.14512,66080.96928,69354.89347,72969.59408,76950.54101,81350.94852,86183.99324,91833.5225,94577.29671,103368.0183,101264.1968,93237.61469,111013.6895,93672.39022,78746.77575,90168.76423,91659.99664,94084.58289,93615.26086,93057.07847,97279.50259,99810.58671,106436.0662,109075.6117,128155.5692,116284.2058,107369.4595,126888.2424,123003.2491,119818.9109,115578.4675,112021.6511,106003.3361,100206.3716,98386.3347,83814.16696,84034.69527,68477.93942,58527.21308,56663.87896,51387.69012,42904.61027,35199.51658,26717.74636,18176.46731,11926.80769,6683.047351,3214.303739,1518.511274,462.397923
2077,2457.383579,2676.752879,2912.183903,3166.088925,3441.020335,3737.516116,4060.161709,4411.966354,4797.386533,5209.662293,5668.055691,6144.988447,6610.444201,7163.729273,7669.926988,8131.864082,8659.698834,9215.474377,9799.88967,10408.09362,11043.50411,11722.16951,12447.336,13242.38463,14096.87925,15099.08902,16079.11411,17055.21624,18217.13149,19420.09221,20673.80827,21958.72434,23300.13239,24652.26454,26034.82249,27506.95356,28950.53275,30532.77542,32043.9236,33561.09061,35283.89335,37123.30394,39071.97013,41154.64801,43279.74851,45459.57925,47688.33353,49960.02034,52309.05472,54770.85647,57266.09384,60053.18797,62853.63549,65858.38329,69108.35821,72705.87349,76680.90129,81087.35739,85899.9427,91520.65474,94250.08795,102947.3805,100882.749,92868.36999,110515.4602,93229.34678,78371.7471,89640.93927,91119.81557,93383.11564,92920.60356,92304.38827,96294.58697,98744.36315,105219.7403,107649.1162,126279.6663,114376.9608,105284.3086,124080.1322,120183.3353,116626.7826,111821.6496,108020.7252,101349.2341,94483.4033,91897.43339,77387.21496,76497.20407,61255.5226,51236.71201,48298.91051,42375.82555,33955.12616,26466.69935,18845.49636,11835.83121,7025.671032,3470.953595,1424.593001,550.9327293
2078,2261.162601,2463.930037,2681.395888,2915.660725,3168.804705,3441.279083,3737.232804,4059.442236,4410.823599,4797.086083,5209.222546,5667.159141,6143.800484,6607.704635,7159.765077,7664.386634,8125.717501,8656.5738,9207.71898,9793.529532,10403.46642,11040.91441,11721.94857,12445.76292,13242.42977,14094.0638,15097.75543,16078.03214,17055.58115,18219.13126,19421.87374,20674.29641,21958.15312,23295.78734,24644.68195,26021.79514,27496.84471,28929.26497,30507.01779,31999.17855,33527.11767,35215.3793,37060.63255,38996.76069,41035.99573,43155.04634,45325.99209,47538.82006,49774.15862,52145.03797,54590.32155,57085.96712,59847.2415,62644.32111,65626.9881,68861.66375,72454.58454,76436.38983,80824.56646,85612.36557,91209.79411,93872.97044,102567.058,100491.2009,92459.56763,110002.8636,92794.55765,77921.58362,89123.10497,90452.30548,92703.14687,92183.16326,91385.56114,95283.66367,97635.493,103866.8205,106099.5956,124242.3171,112189.7805,102988.7232,121279.2059,117028.094,112886.2923,107880.4115,103334.1419,95618.73346,88311.08904,84913.5946,70503.56056,68490.3329,53677.54841,43719.0354,39873.70363,33576.59349,25562.52709,18691.64171,12286.28447,6979.743803,3652.154836,1539.177396,516.8581383
2079,2080.091308,2267.188166,2468.204737,2684.598177,2918.162799,3169.044023,3441.019484,3736.571956,4058.391889,4410.54876,4796.683219,5208.400466,5666.066051,6141.256489,6604.049693,7154.595631,7658.596103,8122.788635,8649.305289,9201.759456,9789.199036,10401.04761,11040.72641,11720.48557,12445.82898,13239.81805,14092.84669,15096.78523,16078.42969,17057.52046,18220.88448,19422.44642,20673.90227,21954.23543,23288.81944,24632.60404,26012.52362,27476.9815,28905.24774,30464.82713,31967.26962,33462.4534,35156.50711,36989.95881,38884.8916,40918.47794,43029.1101,45184.83817,47362.97463,49619.45705,51974.67667,54420.39359,56892.17638,59650.19935,62426.76604,65395.60031,68626.91013,72227.22519,76192.81469,80558.68445,85326.88152,90850.95538,93532.86495,102176.9423,100057.3483,92039.03559,109500.5321,92271.57297,77480.37263,88481.6256,89806.01596,91981.29577,91280.98145,90442.72713,94232.18683,96401.19193,102396.6034,104415.7639,121902.8817,109779.7138,100699.53,118141.4461,113324.5454,108959.7645,103255.1484,97549.52319,89431.43941,81659.65111,77423.06115,63180.10464,60075.47887,45849.7489,36133.23857,31631.4655,25308.59228,18075.45975,12200.64007,7253.329263,3631.511438,1620.409823,558.4306274
2080,1912.519191,2085.635962,2271.122271,2471.153296,2686.902935,2918.384103,3168.806068,3440.412249,3735.606114,4058.140243,4410.180175,4795.927912,5207.398066,5663.721794,6137.86093,6599.283562,7149.19262,7655.838681,8115.983199,8643.721867,9197.711962,9786.941887,10400.88866,11039.36499,11720.56913,12443.40431,13238.69965,14091.98225,15097.20709,16080.31909,17059.2362,18221.52603,19422.20806,20670.37711,21947.8509,23277.64213,24624.09914,25994.04725,27454.53387,28865.65572,30434.90274,31906.02943,33407.05662,35090.08912,36884.37681,38774.21159,40799.89589,42896.00778,45018.65331,47217.05602,49458.7785,51814.56978,54237.52009,56706.98832,59445.43865,62209.36562,65175.70631,68414.9924,72000.91903,75946.53675,80294.96239,84996.8188,90528.1675,93184.2559,101744.3182,99611.1102,91627.52216,108895.0284,91759.4911,76932.4457,87861.27462,89119.91661,91096.24094,90355.48253,89461.94271,93060.91472,95059.32765,100798.0389,102479.746,119322.7331,107376.8917,98131.98691,114452.1907,109434.4096,104343.2262,97532.27354,91296.96931,82755.59265,74515.79313,69441.91107,55470.92406,51368.06531,37936.50186,28697.96617,23871.58017,17917.9972,11812.59148,7210.651956,3777.211937,1612.125168,587.9026528
2081,1757.454381,1917.618574,2089.255668,2273.836157,2473.275659,2687.107505,2918.165945,3168.247959,3439.523807,3735.375567,4057.802716,4409.4872,4795.006845,5205.24526,5660.591464,6133.433068,6594.301959,7146.621298,7649.437916,8110.757265,8639.939203,9195.608247,9786.808712,10399.62105,11039.46296,11718.31291,12442.37565,13237.92494,14092.41985,15099.03682,16082.00447,17059.932,18221.42336,19419.04673,20664.53374,21937.53624,23269.85775,24606.9031,25973.15134,27417.28983,28837.72786,30376.9914,31853.72454,33344.53223,34990.43047,36780.02963,38662.62206,40674.53551,42739.14049,44881.17105,47065.50653,49308.00288,51642.21372,54062.97612,56514.58103,59240.96273,62003.04155,64977.65612,68204.22848,71772.25546,75702.46326,79989.58187,84700.68849,90197.55601,92797.33817,101299.4066,99175.08702,91130.42817,108302.7297,91121.94509,76403.19593,87202.71143,88276.83275,90188.56546,89392.5875,88368.61906,91787.06267,93599.48551,98957.67579,100342.6059,116750.8983,104678.7166,95108.09315,110574.698,104852.2244,98617.22561,91339.79491,84542.44496,75575.72295,66892.61617,61026.77252,47479.8982,42549.50184,30165.47992,21684.08299,16921.41058,11723.69331,6988.937914,3758.321983,1677.715015,584.8968881
2082,1614.154133,1762.14154,1920.947233,2091.7529,2275.789798,2473.464671,2686.907494,2917.652939,3167.430544,3439.312487,3735.066307,4057.166408,4408.642071,4793.026007,5202.369367,5656.509488,6128.804907,6591.932546,7140.658313,7644.524334,8107.225409,8637.978488,9195.497891,9785.629351,10399.73074,11037.36251,11717.36447,12441.68141,13238.37579,14094.17809,15100.6812,16082.7478,17059.94655,18218.59574,19413.71137,20655.0252,21930.43443,23253.88202,24587.44058,25938.25529,27391.16301,28783.226,30327.67963,31794.66378,33250.3043,34892.04344,36674.91236,38544.62513,40526.6398,42609.76146,44738.38982,46923.51566,49145.64338,51477.90767,53881.65927,56322.5724,59047.16681,61817.64151,64780.84701,67991.41517,71545.82369,75419.39252,79716.31723,84397.61275,89830.30488,92399.48784,100865.3344,98647.24421,90644.65307,107563.4302,90506.86659,75841.34693,86391.65984,87412.44625,89244.05569,88318.42329,87179.07854,90400.41478,91916.65804,96924.29826,98212.80291,113859.5472,101495.6555,91927.97349,105999.0235,99155.01148,92414.78975,84642.07119,77268.12939,67902.72683,58841.97057,52288.95317,39372.13511,33872.98043,22820.53744,15389.63772,11084.83395,6943.900919,3645.990957,1670.229531,608.6936119
2083,1481.668624,1618.460181,1765.200797,1923.243873,2093.550751,2275.964338,2473.281319,2686.435989,2916.900831,3167.23678,3439.028997,3734.481752,4056.390325,4406.82214,4790.378765,5198.619194,5652.242748,6126.604791,6586.443034,7136.082233,7641.211511,8105.399523,8637.888135,9194.401822,9785.748269,10397.77438,11036.48748,11716.74147,12442.14125,13240.07321,14095.76902,15101.45914,16082.86348,17057.426,18213.73186,19404.96613,20648.55584,21915.63387,23235.78692,24554.72376,25913.91173,27339.74478,28736.95858,30271.97361,31705.26453,33157.37881,34793.01259,36563.73228,38405.27255,40405.03123,42475.40171,44604.81997,46770.5702,48991.05513,51307.25408,53700.84182,56140.83991,58873.42926,61633.55748,64582.2634,67780.84717,71282.80264,75166.76556,79436.86281,84060.66371,89452.7309,92011.92659,100338.6987,98131.92865,90036.74999,106851.0397,89853.90547,75147.85068,85560.35436,86512.81419,88189.63423,87149.28445,85883.45829,88799.90662,90055.66021,94898.31912,95815.61285,110442.9167,98146.11124,88168.38793,100296.1,92977.308,85698.27372,77419.26425,69482.73595,59786.50542,50468.3027,43407.42641,31379.86964,25656.20039,16215.97891,10093.39258,6572.647162,3625.703945,1621.186345,605.9777954
2084,1359.282833,1485.62218,1621.270409,1767.311739,1924.897464,2093.711861,2275.796293,2472.848046,2685.744057,2916.723133,3166.976831,3438.491784,3733.768739,4054.716948,4404.388984,4786.926768,5194.699176,5650.215473,6121.512281,6582.231579,7133.004196,7639.50323,8105.326722,8636.869335,9194.527694,9783.927675,10396.96658,11035.92867,11717.20737,12443.77821,13241.61873,14096.56791,15101.66134,16080.60446,17053.0019,18205.70056,19399.08923,20634.85814,21898.85701,23205.16599,24532.02852,25865.59542,27296.22829,28684.66791,30187.2811,31617.19583,33063.92285,34688.24458,36432.29437,38291.03695,40278.74663,42349.90381,44460.90245,46625.12281,48830.51974,51137.18715,53529.93558,55978.29939,58701.07116,61447.94649,64385.92814,67535.87115,71048.70103,74908.624,79125.90986,83714.29338,89085.49794,91540.67224,99825.06905,97485.37555,89451.67915,106094.7789,89046.12807,74437.24372,84694.97374,85507.76274,87041.55956,85875.14395,84386.10214,87028.3422,88201.80484,92615.35378,92978.22763,106845.4087,94179.03288,83471.25572,94105.83872,86279.67118,78445.59375,69677.69055,61234.53979,51330.2534,41941.5713,34635.91938,23796.38482,18253.14246,10647.96417,5991.276272,3434.89153,1613.038397,588.1843837
2085,1246.376318,1362.910643,1488.202113,1623.209672,1768.831761,1925.046073,2093.557859,2275.398272,2472.211631,2685.581091,2916.48473,3166.483007,3437.83647,3732.229454,4052.478879,4401.216165,4783.318338,5192.83753,5645.527342,6117.606538,6579.405319,7131.420902,7639.445446,8104.380424,8637.000307,9192.835446,9783.18247,10396.46559,11036.3974,11718.78691,12445.27725,13242.43578,14096.84202,15099.64793,16076.55346,17045.64223,18200.37241,19386.44099,20619.31937,21870.27566,23184.04494,24486.59815,25824.82935,27247.02402,28604.8172,30103.9388,31528.69783,32965.02882,34564.25874,36324.87423,38172.41399,40160.97348,42214.64354,44324.2075,46474.10207,48670.64611,50976.66332,53377.43984,55817.18787,58527.41025,61264.57655,64157.15406,67318.4244,70809.68635,74621.13903,78806.30868,83377.94798,88637.9526,91081.51086,99178.93061,96863.85948,88830.58472,105157.082,88218.66538,73697.34172,83727.4855,84413.0498,85789.64223,84400.73455,82727.2105,85263.91969,86110.40258,89908.71613,89988.8255,102576.9453,89210.68767,78367.56695,87386.75589,79037.8796,70660.72305,61462.97555,52626.23144,42703.97841,33504.65772,26296.93435,16950.49288,11999.8053,6327.305617,3133.829798,1528.974528,585.2282177
2086,1142.320453,1249.703502,1365.277786,1489.982593,1624.606194,1768.968741,1924.904993,2093.192287,2274.813114,2472.062193,2685.362453,2916.030752,3165.880583,3436.420067,3730.169977,4049.56046,4397.89948,4781.605438,5188.5363,5641.93275,6114.991351,6577.955007,7131.376661,7638.562264,8104.514774,8635.427277,9192.148679,9782.734159,10396.93437,11037.91978,11720.24105,12446.10613,13242.77166,14095.06117,15095.95408,16069.76349,17040.8246,18188.71018,19372.08155,20592.66717,21850.67412,23141.40155,24448.38479,25778.71344,27171.5543,28526.32395,30020.25963,31435.02772,32847.87307,34463.23659,36213.33332,38061.95735,40034.00144,42086.32858,44182.29411,46323.80743,48519.95252,50833.77371,53226.41626,55654.97953,58355.97324,61050.5768,63954.64823,67096.6017,70543.2716,74325.70139,78496.46388,82967.10543,88202.32398,90502.35095,98558.56826,96204.08403,88058.71914,104196.8221,87356.87773,72869.53771,82673.31884,83218.61715,84339.1095,82765.77888,81075.31699,83271.147,83626.81388,87055.34821,86435.49934,97218.25663,83806.92485,72821.49607,80112.33038,71253.51085,62387.11715,52875.17495,43829.16263,34152.61314,25468.28992,18754.28718,11156.5661,7138.311214,3312.513749,1395.716865,554.7289138
