Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2026,58536.6798,61678.34868,64973.05587,68515.33402,72402.20315,76646.17395,81308.67978,86408.18193,92381.44479,95304.76725,103917.3799,103844.7707,95238.57888,114458.6744,96571.13889,80912.66765,93469.09004,94897.23524,98132.36219,98517.10002,99485.23275,103588.1988,107968.4215,117329.0117,123198.8487,146421.5687,135325.0776,128650.9179,155775.1122,155774.8806,157607.3466,156204.5215,158793.9845,154487.3559,153331.161,161127.5974,150504.5397,165691.5919,150747.5069,149221.5789,169525.0109,183227.1949,190358.4645,202222.4533,207064.7563,205427.9662,208748.3157,202977.7348,193742.7778,208763.3223,181568.4387,177833.2301,176404.4976,176777.4434,180424.6868,184360.3951,184121.6653,182726.6045,172898.692,185589.9906,182842.9202,184882.8999,187922.1285,183828.356,180098.3239,177608.2702,175563.9045,169155.8789,160231.6426,163944.7406,158315.897,149201.9621,141861.0626,137046.3157,137331.7743,113541.8601,103726.4649,89101.16727,76671.06681,60685.10737,52900.04265,59295.14505,57621.25532,54163.03719,51344.38785,48016.80353,42412.27518,36038.55053,31897.70193,26381.23976,22593.31701,18157.67504,13941.58657,10617.38097,7948.370171,5409.879781,3416.58389,1982.20551,1012.587261,478.8480283,160.3434304
2027,55628.72244,58712.1952,61785.84978,65046.98628,68556.58271,72403.53386,76625.60951,81280.32201,86377.15534,92358.91472,95296.55126,103904.6785,103828.0729,95208.08533,114422.6679,96537.29398,80873.0688,93442.77936,94881.29904,98108.13303,98485.51116,99465.40289,103595.5,108013.8158,117429.4747,123332.2244,146620.9795,135546.1085,128891.6571,156083.8046,156072.7996,157893.3272,156477.0415,159000.9603,154635.8384,153432.8606,161219.8412,150551.2041,165697.8043,150722.3809,149187.801,169478.1399,183185.1792,190271.7043,202073.8945,206886.624,205242.797,208528.3785,202769.8016,193495.048,208492.2419,181297.8192,177594.7677,176131.9292,176445.464,180103.4501,184003.4846,183714.9219,182304.3197,172452.3644,185081.7718,182271.4824,184228.4617,187183.5464,183120.6204,179278.8244,176640.3128,174499.2526,168020.417,158953.3931,162526.8948,156775.861,147574.394,140178.8384,135126.9561,135148.6395,111605.3533,101685.5108,87074.97971,74699.29393,58864.96409,51078.60112,56925.32729,55003.69922,51320.96697,48145.79052,44615.414,38977.1315,32683.46984,28467.33664,23088.75925,19307.39603,15069.21198,11160.25813,8127.979835,5756.007382,3655.062559,2115.802121,1099.855895,488.8687739,175.2296887
2028,53014.5666,55796.00503,58814.90276,61856.41787,65086.36491,68558.05325,72384.3179,76599.09054,81251.3408,86356.27943,92351.15831,95285.11797,103888.2278,103795.1397,95178.43811,114383.0196,96490.46057,80850.68194,93427.64743,94858.43604,98077.26796,98466.49241,99473.0339,103639.7049,108106.9848,117557.3881,123501.059,146861.4589,135800.7506,129148.0966,156383.5349,156357.3028,158170.0334,156682.3882,159155.3739,154740.0619,153522.2044,161271.7293,150558.7008,165672.4598,150690.2616,149148.7582,169442.1325,183104.7424,190135.4532,201904.2465,206704.7181,205031.8266,208320.4256,202516.5455,193249.9551,208189.1126,181061.9297,177328.14,175809.4546,176141.3923,179765.6438,183609.1752,183303.9659,181848.3165,171995.7636,184521.928,181646.4165,183526.9127,186488.6613,182315.6221,178332.3398,175602.1777,173364.7963,166719.2851,157620.0604,160993.5835,155117.0029,145878.9141,138272.6235,133040.4275,132912.9751,109472.4615,99436.56466,84896.83191,72516.6298,56887.2154,49084.38922,54396.79875,52178.60877,48186.44764,44799.88681,41067.55054,35411.26644,29225.88594,24968.40938,19777.56565,16064.69386,12096.38431,8568.664392,5903.958883,3900.705594,2269.936249,1176.792869,531.8051751,178.8966812
2029,50458.79554,53174.42585,55893.95261,58882.31715,61894.06166,65087.95234,68540.04983,72359.45307,76571.96289,81231.8769,86349.21207,92340.27654,95270.2577,103855.5721,103763.1335,95145.81523,114327.9912,96464.18002,80838.05545,93405.67262,94829.1471,98058.91496,98474.63673,99516.08261,103729.7357,108225.4407,117719.1202,123704.4397,147138.4164,136071.9801,129397.0879,156669.8832,156632.524,158378.9777,156836.0841,159264.3101,154831.6576,153573.3892,161281.7052,150537.6954,165639.3137,150653.0126,149119.533,169370.5078,182976.9594,189979.6999,201731.1096,206497.4503,204832.8208,208066.3009,202266.3537,192975.91,207926.3451,180797.8632,177011.6488,175516.2653,175821.3816,179392.0241,183211.7068,182859.7769,181382.8939,171492.3244,183908.9751,180976.2912,182870.1326,185696.7744,181383.3061,177316.672,174496.5502,172061.6187,165362.9326,156177.9457,159341.2907,153390.4263,143952.7904,136198.7252,130905.8897,130445.8762,107117.7069,97017.17497,82480.20435,70139.18706,54717.56972,46952.53566,51661.98828,49054.05064,44901.1172,41302.11474,37375.44135,31726.17121,25688.25021,21437.57261,16497.72765,12930.79248,9314.378538,6242.789617,4013.003128,2429.35221,1265.529469,569.8654919,194.6088315
2030,48000.19558,50611.34165,53268.08204,55958.2357,58918.32862,61895.7454,65071.03594,68516.67481,72333.9939,76553.77822,81225.39627,86339.21417,92326.0853,95240.57049,103823.8471,103727.9372,95100.40608,114297.3366,96449.65052,80819.49301,93377.35921,94811.94855,98067.58994,98517.83086,99603.12263,103844.0421,108375.0506,117913.7436,123938.5965,147433.3876,136335.3351,129635.0555,156946.8431,156840.7706,158535.8532,156945.0362,159360.0905,154885.0322,153584.7054,161261.3272,150509.5059,165600.7298,150625.9313,149058.9022,169255.3409,182830.7288,189820.8438,201533.8082,206302.4117,204588.8003,207815.6328,201986.6264,192739.6996,207631.8314,180483.3378,176726.0553,175207.4652,175467.0414,179016.2948,182781.6887,182407.4817,180869.2502,170940.5897,183251.7631,180352.1254,182120.1722,184777.0443,180382.2895,176235.516,173223.3279,170704.0275,163895.7177,154623.3083,157623.0539,151423.9253,141855.6073,134079.3303,128545.9057,127716.9668,104582.6713,94326.7814,79841.5412,67525.92837,52393.78792,44641.89986,48628.80871,45772.82971,41459.13462,37653.14436,33549.34767,27944.20254,22106.29491,17927.25416,13315.25011,9985.475734,6806.311788,4255.974426,2506.327952,1357.620782,613.7602826,208.5366271
2031,45661.21412,48145.66242,50700.76583,53329.54182,55992.619,58920.09014,61879.81987,65048.9982,68492.71931,72316.96071,76547.82253,81216.15007,86326.13325,92297.55559,95211.73895,103788.9803,103678.8085,95075.2904,114280.7315,96428.02522,80795.4354,93360.94246,94820.86046,98111.16194,98604.56572,99713.48193,103988.2616,108554.9127,118137.7487,124187.9557,147719.8054,136587.1252,129865.1899,157156.8152,156997.5889,158647.5683,157040.8797,159416.7942,154898.2416,153567.2809,161233.1604,150476.552,165573.5888,150567.0748,148960.1678,169123.3994,182681.6835,189639.7832,201348.6129,206062.4206,204348.4776,207535.3865,201746.9196,192474.6231,207279.797,180201.681,176425.0231,174865.1414,175111.5463,178609.4084,182344.8784,181907.8485,180305.7567,170348.9397,182642.8399,179637.9074,181246.6145,183788.9963,179317.2469,174987.3376,171897.8597,169235.2696,162313.4129,153008.054,155660.9494,149281.1732,139714.7025,131731.6564,125930.5407,124777.0709,101757.2887,91382.12342,76935.48383,64721.80644,49869.86393,42072.02539,45437.50243,42327.73743,37859.63206,33861.46069,29610.79314,24102.06872,18532.13895,14507.63209,10311.55856,7318.241816,4653.890483,2665.515212,1403.948147,659.4134699,224.5994906
2032,43387.26503,45799.91018,48230.98652,50759.44171,53362.45472,55994.43746,58905.07825,61859.00361,65026.39309,68476.72384,72311.47251,76539.25116,81204.01495,86299.67181,92269.85648,95180.06857,103740.1793,103651.8251,95061.9665,114255.7078,96399.82948,80781.66285,93370.21381,94863.51045,98198.08747,98714.39304,99852.58514,104161.487,108761.8658,118376.2668,124430.0982,147993.7452,136830.6023,130039.9897,157315.3854,157109.7499,158745.8987,157098.4654,159432.2033,154882.6252,153542.3589,161200.0733,150454.2298,165511.4711,150469.9427,148846.9189,168989.0109,182511.7643,189470.2718,201119.9192,205826.4512,204079.8048,207296.6675,201477.579,192156.612,206966.9957,179904.5727,176090.9147,174522.5264,174726.2026,178197.1146,181861.8773,181359.1373,179701.4075,169803.7318,181944.5232,178803.5185,180307.6515,182738.2437,178084.5337,173688.8834,170463.6554,167650.7114,160670.8794,151158.6763,153521.4384,147096.1239,137338.7402,129125.0409,123111.0372,121493.062,98657.47813,88132.77299,73811.46011,61669.85971,47054.97383,39363.13942,42079.70804,38716.35332,34109.30953,29946.66706,25596.37736,20254.43338,15036.65047,11266.5019,7579.317749,5018.628362,2922.838256,1496.632996,682.9389105,241.3058219
2033,41176.58209,43519.33899,45881.31007,48286.96556,50790.8992,53364.31951,55980.30665,58885.39123,61837.63287,65011.32977,68471.65267,72303.50372,76527.96813,81179.3159,86273.98767,92239.44416,95135.62525,103713.5589,103637.812,95041.63459,114222.881,96383.89364,80790.09712,93412.7072,94948.07326,98308.01499,98852.69765,100019.5248,104360.7456,108982.1956,118607.9,124661.7731,148258.6216,137015.8695,130172.3602,157429.2701,157208.5345,158805.8006,157115.4026,159418.1032,154859.3743,153512.9208,161178.6174,150400.0891,165407.5077,150358.3942,148731.6526,168835.7551,182353.1085,189260.1793,200895.4368,205562.6464,203852.3467,207028.091,201153.2241,191876.2736,206636.7878,179574.4196,175757.3352,174150.7859,174336.7236,177740.7625,181330.8351,180770.5432,179147.6124,169177.0304,181126.2384,177906.1633,179309.5474,181518.9259,176803.1422,172283.7114,168915.8188,166007.3191,158785.2337,149140.6742,151342.104,144666.631,134695.7826,126313.0879,119954.4306,117881.4975,95230.33572,84633.40035,70404.35026,58256.6539,44082.39167,36506.98797,38551.5326,34943.68961,30225.79806,25943.45193,21561.822,16476.83837,11709.74956,8305.209404,5212.815904,3160.62437,1644.961484,729.1152708,249.9147237
2034,39031.46498,41302.18204,43596.89699,45934.70819,48317.00876,50792.79418,53350.97716,55961.71435,58865.16259,61823.42132,65006.62993,68464.2228,72292.98394,76504.86433,81155.34813,86245.79931,92196.65831,95111.54358,103700.031,103616.1569,95014.79585,114204.5657,96394.42927,80827.28036,93496.46841,95054.87936,98446.32476,99018.54905,100211.4984,104572.85,109196.1864,118829.5953,124885.7729,148460.52,137156.5364,130267.8044,157529.6402,157269.497,158824.6588,157103.4125,159396.0784,154831.7343,153494.7816,161123.0451,150308.1257,165287.9597,150244.9439,148600.1561,168693.0531,182155.7324,189054.3152,200644.4694,205340.7161,203596.1025,206703.3825,200869.5939,191580.1179,206269.3988,179245.6011,175395.0462,173776.0281,173905.1769,177238.4273,180761.0861,180234.3018,178509.4837,168440.3849,180245.718,176952.6972,178148.289,180252.4671,175416.2374,170766.6813,167311.9682,164115.5652,156726.2705,147087.4191,148914.4504,141959.0993,131842.7577,123157.8803,116474.751,113880.9282,91532.92819,80809.14682,66583.43026,54645.76725,40941.78071,33498.93822,34856.17058,31025.66485,26241.7637,21905.89928,17585.43354,12866.51242,8656.708448,5728.579724,3291.942633,1782.938949,802.5744708,266.8125049
2035,36975.27669,39150.75044,41375.98028,43647.76872,45963.39436,48318.92078,50780.20926,53333.3653,55942.59467,58851.73861,61819.05686,64999.68084,68454.38768,72271.31464,76482.44934,81129.05306,86206.04549,92173.62564,95099.57324,103678.8587,103587.3895,95000.01477,114217.5869,96439.27355,80900.16918,93602.13351,95189.15073,98612.06169,99209.21857,100415.8133,104778.8758,109401.0635,119043.9425,125056.7967,148614.2024,137258.3451,130351.9827,157592.3383,157289.8595,158814.4248,157083.5546,159369.7008,154815.7065,153444.1315,161027.1648,150202.2339,165166.469,150115.4638,148478.0642,168514.8412,181962.678,188824.1531,200434.7065,205090.363,203285.0394,206421.772,200569.745,191250.1971,205904.4085,178888.133,175030.7856,173360.3483,173429.5575,176699.3636,180245.1138,179614.8099,177757.0207,167647.2766,179310.5217,175840.4254,176943.1376,178881.5254,173918.4278,169196.1894,165460.6461,162048.5934,154633.7302,144795.968,146203.9601,139034.4967,128634.3139,119671.5435,112612.9535,109557.3165,87484.07832,76508.62619,62534.09416,50823.07813,37626.5763,30340.23671,31007.38856,26993.40825,22209.46657,17911.35109,13769.4683,9538.889851,5988.160786,3627.535718,1861.334119,871.1911426,293.6941709
2036,35063.2029,37088.48278,39220.87788,41424.38002,43675.1227,45965.3128,48307.05386,50763.54396,53315.23919,55929.93342,58847.68002,61812.54355,64990.45817,68434.00991,72250.29529,76457.86563,81091.88213,86184.78091,92162.43128,95080.59765,103650.5504,103571.7519,95011.27599,114271.2722,96526.71874,80992.00998,93734.86671,95349.93976,98802.54837,99412.10809,100614.2989,104976.1899,109599.1516,119207.8567,125187.2942,148725.8316,137348.2049,130405.1701,157614.4,157281.5547,158796.1861,157059.5648,159355.4907,154766.8745,153355.2906,160916.607,150094.7094,165027.7439,149995.5988,148324.9891,168340.8573,181746.8231,188633.0619,200197.7534,204785.1654,203017.5205,206123.8483,200235.2753,190923.2602,205507.2249,178529.6976,174626.3035,172901.6202,172919.0429,176214.196,179647.4236,178881.9411,176946.4358,166805.2457,178216.621,174687.1153,175638.3678,177400.4786,172369.2621,167378.3042,163436.5918,159950.3506,152294.1224,142232.8343,143274.3279,135738.2323,125080.8362,115795.0585,108432.124,104813.2325,82918.50649,71943.13881,58238.73904,46778.78699,34136.49778,27041.053,27033.90808,22898.14117,18205.01341,14062.30084,10237.03517,6617.18149,3802.208595,2055.834455,910.8509883,318.8037617
2037,33253.43607,35170.73811,37155.07306,39266.86457,41450.42705,43677.03622,45954.12031,48291.28958,50746.37844,53303.26154,55926.16417,58841.56601,61803.87773,64971.23925,68414.24655,72227.2486,76423.03519,81072.12214,86174.67938,92144.45588,95055.05928,103635.363,103584.4791,95056.37595,114375.4355,96636.77385,81107.29234,93893.71425,95534.69127,99005.20367,99609.2381,100804.4502,105166.9718,109750.8634,119333.2214,125282.4086,148824.4375,137405.5955,130424.7706,157607.8748,157265.2789,158773.9248,157047.7703,159307.5079,154679.7153,153252.6984,160804.4406,149971.8624,164899.7122,149844.7067,148175.835,168146.3071,181568.8406,188416.8968,199907.6236,204524.9327,202734.3091,205791.0828,199904.6827,190567.1321,205110.0798,178131.2311,174179.3229,172409.108,172462.5081,175650.5869,178937.981,178092.0279,176086.1633,165817.6253,177083.3888,173438.2824,174228.3706,175870.0717,170570.9704,165389.6207,161384.3365,157600.0497,149672.3211,139460.7747,139965.0583,132078.9632,121122.2893,111591.2048,103835.5609,99449.0696,78063.41487,67090.83499,53684.30046,42510.50229,30480.97708,23624.36331,22984.47336,18815.89479,14330.78413,10483.87381,7121.546226,4212.94909,2159.795509,1007.52493,333.316889
2038,31590.90532,33355.58505,35234.02717,37198.73489,39291.63272,41452.32539,43666.48926,45939.20545,48275.03957,50735.06003,53299.74984,55920.43184,58833.41222,61785.71705,64952.6024,68392.58206,72194.52464,76404.63093,81062.95073,86158.24724,92120.10163,95041.53749,103648.5305,103634.115,95143.46713,114506.3843,96774.82316,81245.17573,94076.18841,95731.20444,99202.13798,99798.14688,100988.3165,105313.3019,109867.1559,119424.895,125366.4961,148888.0552,137427.6377,130420.8275,157593.3253,157245.1673,158764.191,157002.6926,159220.2667,154578.9094,153148.7065,160676.2084,149858.8428,164737.8688,149697.9745,148009.0297,167987.026,181367.2137,188151.015,199662.3971,204249.2489,202417.5433,205463.033,199544.2098,190212.0614,204668.0611,177690.266,173699.2859,171971.5894,171930.5683,174979.3001,178172.8943,177253.9786,175074.343,164795.4629,175856.1055,172088.332,172772.7422,174088.4295,168602.5988,163375.641,159081.3318,154961.4532,146835.1112,136322.5545,136282.8083,127994.9686,116822.2694,106960.1762,98624.02028,93735.25132,72893.42717,61934.61571,48865.74497,38027.50654,26683.59541,20130.52395,18932.90739,14850.52652,10713.51994,7313.700838,4546.226943,2398.606809,1060.043312,368.6937596
2039,30114.76364,31688.09456,33415.73635,35275.51939,37222.2684,39293.50687,41442.39651,43652.39125,45923.81945,48264.34814,50731.79126,53294.35772,55912.76987,58816.22969,61768.10844,64932.1768,68361.75622,72177.33475,76396.28759,81047.83568,86135.83254,92107.37651,95053.99414,103698.6486,103729.5338,95252.83418,114670.5336,96939.84849,81403.52827,94270.23721,95922.2035,99390.91354,99980.82592,101129.5404,105425.7112,109952.4627,119506.0101,125421.268,148913.4159,137424.9863,130410.2194,157575.0756,157237.6524,158720.8175,156919.1101,159119.2026,154476.8235,153029.7348,160558.6199,149715.3652,164580.8143,149533.8535,147873.4598,167806.3181,181118.0414,187928.2876,199402.439,203940.4685,202106.0951,205104.9693,199185.8697,189816.3905,204178.1612,177216.5408,173275.7773,171460.1934,171294.7657,174254.9598,177361.4392,176265.5138,174028.1672,163688.2899,174529.071,170696.0036,171073.1842,172137.2205,166611.6095,161111.4573,156491.1269,152104.3914,143616.0267,132822.5446,132165.5496,123551.3806,112075.9857,101695.2627,93063.70954,87639.38303,67387.81033,56466.09821,43790.95973,33356.35263,22787.39998,16621.96813,14981.64725,11132.41712,7494.684988,4681.345205,2594.275182,1178.995124,387.912341
2040,28665.29,30207.54413,31745.35545,33455.16666,35297.89905,37224.11157,39284.16902,41429.08431,43637.83723,45913.71866,48261.30603,50726.72337,53287.1351,55896.53583,58799.57112,61748.8129,64903.05518,68345.65562,72169.7258,76382.3555,81027.07536,86124.27558,92119.80328,95100.35703,103794.5818,103849.231,95389.84442,114866.6621,97129.32647,81571.88736,94458.8765,96105.34069,99573.48162,100121.327,101238.2525,105508.4173,110028.0111,119559.3254,125443.8512,148912.1387,137415.2915,130396.6644,157569.6324,157196.8353,158638.7006,156822.1204,159016.955,154359.9396,152921.0074,160408.6861,149576.433,164405.1165,149401.4693,147719.4193,167581.901,180911.2154,187692.0284,199110.8509,203637.691,201765.8022,204750.1071,198786.0526,189377.1641,203651.6854,176801.5777,172779.1059,170846.7285,170608.3317,173486.9413,176401.5953,175244.5363,172894.7959,162490.8009,173161.6726,169065.5045,169210.9075,170166.0225,164369.1929,158560.2955,153684.85,148855.62,140017.5462,128901.8417,127678.5127,118637.0438,106665.3758,96069.01226,87120.63351,81134.03137,61534.71255,50691.23878,38487.25365,28547.68291,18860.51013,13186.73812,11261.11123,7809.208719,4809.90585,2677.463838,1277.055036,431.441577
